lead_time,retweet_count,username,updated_at,like_count,text,annotation_id,created_at,id,Unnamed: 0,sentiment,annotator
1.324,0.0,tanyakanrl,2023-02-27T15:17:16.423910Z,2.0,"💚 capek banget gais :'' rasanya aku gagal dikehidupan ini, pengen m4t1 tapi pahala ku belum cukup banyak :(",2443.0,2023-02-27T15:17:16.423910Z,2618.0,21.0,Positive,1.0
1.508,0.0,tanyakanrl,2023-02-27T15:17:18.226457Z,0.0,💚 buat kuliah mending pantofel yang ada haknya  atau ga ada haknya? tengkyuuu,2444.0,2023-02-27T15:17:18.226457Z,2619.0,22.0,Positive,1.0
1.269,0.0,tanyakanrl,2023-02-27T15:17:20.338631Z,0.0,Aku kudu gimana bingung bgt 💚 https://t.co/P7FZ5BpGtx,2445.0,2023-02-27T15:17:20.338631Z,2620.0,23.0,Negative,1.0
1.835,12.0,tanyakanrl,2023-02-27T15:17:22.852762Z,87.0,💚 CW // Horror  Paling takut sama setan yg ganggu shalat apalagi sampe depan depanan.. auto resign klo kantor bgini… https://t.co/oYlqkLE9OV,2446.0,2023-02-27T15:17:22.852762Z,2621.0,24.0,Negative,1.0
1.67,0.0,tanyakanrl,2023-02-27T15:17:25.079518Z,1.0,udah kepikiran nama anak belum? spill dikit dong atau nama panggilannya aja 💚,2447.0,2023-02-27T15:17:25.079518Z,2622.0,25.0,Positive,1.0
1.213,0.0,tanyakanrl,2023-02-27T15:17:28.041670Z,0.0,💚 Urgent! Apakah ada yang punya info buat kontrak rumah/kos/apartemen yang murah daerah pakubuwono jakarta selatan?… https://t.co/eJZYQu0MSC,2448.0,2023-02-27T15:17:28.041670Z,2623.0,26.0,Negative,1.0
1.148,0.0,tanyakanrl,2023-02-27T15:17:32.909458Z,5.0,"💚 what de fakkk , emang paling bener twitter ga di pegang si elon musrik 🖕🏻 https://t.co/83exOck26p",2449.0,2023-02-27T15:17:32.909458Z,2624.0,27.0,Negative,1.0
0.919,0.0,tanyakanrl,2023-02-27T15:17:34.816740Z,2.0,Tanyarl ,,,,,,
Makasih yg mau bantu jawab https://t.co/JAJByJqBsa,2450.0,2023-02-27T15:17:34.816740Z,2625,28.0,Negative,1.0,,,,,
1.982,0.0,tanyakanrl,2023-02-27T15:17:37.135096Z,1.0,💚 Pengen pakai pashmina tapi selalu ga nyaman bagian belakang yang pendek. Nanti tiba tiba keliatan leher &amp; rambut,2451.0,2023-02-27T15:17:37.135096Z,2626.0,29.0,Positive,1.0
1.212,1.0,tanyakanrl,2023-02-27T15:17:38.665713Z,1.0,Crush gue ngefollow dan nonton live bestie gue wkwk 💚,2452.0,2023-02-27T15:17:38.665713Z,2627.0,30.0,Positive,1.0
1.035,0.0,tanyakanrl,2023-02-27T15:17:40.054754Z,3.0,💚  CW// K-drama,,,,,,
Ada gk yaa cowok di dunia rilll kaya dia 🙏🏼 https://t.co/Pj7MZ89I91,2453.0,2023-02-27T15:17:40.054754Z,2628,31.0,Negative,1.0,,,,,
1.746,0.0,tanyakanrl,2023-02-27T15:17:42.120125Z,1.0,"💚 cowok, sma, anak rumahan banget a.k.a jarang banget keluar rumah. menurut kalian orang kaya gini gimana guys??",2454.0,2023-02-27T15:17:42.120125Z,2629.0,32.0,Positive,1.0
1.127,0.0,tanyakanrl,2023-02-27T15:17:43.561756Z,2.0,"💚 hai sender android user, mau coba ip, tolong kasih tau dong fitur, perkabelan, apps, dll supaya ga kaget ... TIA",2455.0,2023-02-27T15:17:43.561756Z,2630.0,33.0,Positive,1.0
1.572,0.0,tanyakanrl,2023-02-27T15:17:45.449051Z,29.0,"💚 sender pnya temen Korea yg bisa bhs Indonesia, dia lucu bgt wkwkwk kita lg ngomongin B4b1..eh dia malah ngatain d… https://t.co/323sWPign7",2456.0,2023-02-27T15:17:45.449051Z,2631.0,34.0,Negative,1.0
1.074,0.0,tanyakanrl,2023-02-27T15:17:46.810520Z,0.0,"💚 tugas yang sender kerjain semaleman, tadi siang dicontek gitu aja sama seatmate sender. ini kalo sender ga ikhlas… https://t.co/aWoeiT11CT",2457.0,2023-02-27T15:17:46.810520Z,2632.0,35.0,Negative,1.0
1.342,1.0,tanyakanrl,2023-02-27T15:17:48.418788Z,4.0,💚 drop video lyrics lagu yg deep bgt dong.,2458.0,2023-02-27T15:17:48.418788Z,2633.0,36.0,Positive,1.0
1.059,0.0,tanyakanrl,2023-02-27T15:17:49.924281Z,1.0,"💚 A, i have a crush on you. tapi sainganku cewek paling cantik di sekolah, jadi aku mundur aja deh hahah",2459.0,2023-02-27T15:17:49.924281Z,2634.0,37.0,Positive,1.0
1.008,0.0,tanyakanrl,2023-02-27T15:17:51.305216Z,0.0,"Guys udah liat film ini belum, asli sender malah kasian sama sasha😭 ",,,,,,
judul film “ this is cinta 💚 ” https://t.co/PiH5ZcCTzw,2460.0,2023-02-27T15:17:51.305216Z,2635,38.0,Negative,1.0,,,,,
1.319,0.0,tanyakanrl,2023-02-27T15:17:52.936792Z,1.0,"💚 guys mau nanya, aku udah disuruh kirim transkip nilai tapi nilai ku bahkan belum keluar semua di web kampus, itu… https://t.co/WLH7fsIY0T",2461.0,2023-02-27T15:17:52.936792Z,2636.0,39.0,Negative,1.0
1.438,0.0,tanyakanrl,2023-02-27T15:17:54.664963Z,0.0,💚 misal beli tiket kereta tapi bukan akun milik sendiri tuh tiketnya ga bisa di ubah jadwal sm dibatalkan ya? Ini t… https://t.co/wILORXzLot,2462.0,2023-02-27T15:17:54.664963Z,2637.0,40.0,Negative,1.0
0.803,3.0,tanyakanrl,2023-02-27T15:17:55.750638Z,18.0,tapi harus tetaf bertahan yagesya 💚 https://t.co/xlYHADP6Bb,2463.0,2023-02-27T15:17:55.750638Z,2638.0,41.0,Negative,1.0
0.845,0.0,tanyakanrl,2023-02-27T15:17:56.881412Z,3.0,💚 aku harus gimana yaa https://t.co/w3Fw7Vujpp,2464.0,2023-02-27T15:17:56.881412Z,2639.0,42.0,Negative,1.0
2.989,0.0,tanyakanrl,2023-02-27T15:18:00.150956Z,4.0,💚 selamat pagi guys🥰 kalian hari ini mau sarapan pake apa?,2465.0,2023-02-27T15:18:00.150956Z,2640.0,43.0,Positive,1.0
1.149,0.0,tanyakanrl,2023-02-27T15:18:01.579463Z,0.0,Kamu pekerja milenial usia 26-42 tahun dan memiliki atasan? Yuk merapat dan mohon kesediaannya untuk mengisi kuesio… https://t.co/Bkcs7F0rjO,2466.0,2023-02-27T15:18:01.579463Z,2641.0,44.0,Negative,1.0
0.889,0.0,tanyakanrl,2023-02-27T15:18:02.739505Z,78.0,Tanyarl mi ni mal li ma ka ta https://t.co/ulpsCXCPbA,2467.0,2023-02-27T15:18:02.739505Z,2642.0,45.0,Negative,1.0
1.123,1.0,tanyakanrl,2023-02-27T15:18:04.139483Z,0.0,"💚 aku mau ngechat crush ak mau minta save, tapi gaberani mental yupii. gmn ya cara ngechatnya mau minta save? 😭😭",2468.0,2023-02-27T15:18:04.139483Z,2643.0,46.0,Positive,1.0
1.383,0.0,tanyakanrl,2023-02-27T15:18:05.777305Z,2.0,"💚 gausa sok spik up ttg no for bully klo akhirnya lo juga pelaku bullying, wkwk munafik. merasa manusia baik ternyata hobi cyberbully",2469.0,2023-02-27T15:18:05.777305Z,2644.0,47.0,Positive,1.0
1.322,3.0,tanyakanrl,2023-02-27T15:18:07.359100Z,17.0,"💚 mari berdoa buat temen"" kita yang ada disana dan sekitarnya menurut kepercayaan masing"" 🙏 https://t.co/2lEubxHDUD",2470.0,2023-02-27T15:18:07.359100Z,2645.0,48.0,Negative,1.0
1.157,0.0,tanyakanrl,2023-02-27T15:18:08.782489Z,6.0,"Tanyarl guys yang pakai samsung galaxy Z flip3 review dong, + - nya apa aja? https://t.co/fUL4tT3sjz",2471.0,2023-02-27T15:18:08.782489Z,2646.0,49.0,Negative,1.0
1.061,0.0,tanyakanrl,2023-02-27T15:18:10.117019Z,0.0,💚 ada yg punya anak kecil umur min 1 thn dan bisa di ajak foto? Boleh minta tolong bantu aku ga buat campaign susu… https://t.co/BMqTaNSAU9,2472.0,2023-02-27T15:18:10.117019Z,2647.0,50.0,Negative,1.0
1.105,5.0,tanyakanrl,2023-02-27T15:18:11.540425Z,15.0,"💚 ngeri bgt ini gaiss akun igey nya si penipu masih ada, ksian kalo bnyak yg ketipuu. please jgn ada yg bewlii di @… https://t.co/rHRZmx135Q",2473.0,2023-02-27T15:18:11.540425Z,2648.0,51.0,Negative,1.0
1.402,0.0,tanyakanrl,2023-02-27T15:18:13.220306Z,0.0,"💚 mau tanya dong, klo de4ct igeh kan dm igeh nya jadi ""user inst4gr4m"" klo delete igeh kaya gitu jga ga? apa langsu… https://t.co/rSBbxmIcbn",2474.0,2023-02-27T15:18:13.220306Z,2649.0,52.0,Negative,1.0
1.549,0.0,tanyakanrl,2023-02-27T15:18:15.133447Z,0.0,💚 haii ada yg punya contoh proposal pengajuan jasa ke perusahaan/organisasi? butuh bangett :(,2475.0,2023-02-27T15:18:15.133447Z,2650.0,53.0,Positive,1.0
1.273,0.0,tanyakanrl,2023-02-27T15:18:16.726814Z,0.0,💚 guisee ada yang pake ini ga? ini tuh sama kaya g0pay/d4na gitu atau emang kaya mbank1ng? https://t.co/hjOwYbTBG2,2476.0,2023-02-27T15:18:16.726814Z,2651.0,54.0,Negative,1.0
1.459,0.0,tanyakanrl,2023-02-27T15:18:18.493266Z,0.0,tanyarl cara biar cepet bisa bobo gimana ya? aku udh merem dari jam 9 tapi baru bisa tidur jam set 11 huhu,2477.0,2023-02-27T15:18:18.493266Z,2652.0,55.0,Positive,1.0
1.059,0.0,tanyakanrl,2023-02-27T15:18:19.834726Z,0.0,💚 kalian yang cewe biasanya kalo mau jalan preparenya berapa lama? serius nanya,2478.0,2023-02-27T15:18:19.834726Z,2653.0,56.0,Positive,1.0
1.761,0.0,tanyakanrl,2023-02-27T15:18:21.886765Z,0.0,"guys kalo biaya pasang behel 5jt gitu misal, itu udah include atas bawah kan? atau biaya buat satu rahang aja? 💚",2479.0,2023-02-27T15:18:21.886765Z,2654.0,57.0,Positive,1.0
1.179,0.0,tanyakanrl,2023-02-27T15:18:23.348802Z,0.0,💚 Yamaha F310 atau Yamaha F400 buat pemula? sender pilih akustik hehe..,2480.0,2023-02-27T15:18:23.348802Z,2655.0,58.0,Positive,1.0
0.966,0.0,tanyakanrl,2023-02-27T15:18:24.637661Z,2.0,💚 pengen tau pandangan kalian ke gemini dong? negatif sama positifnya ya,2481.0,2023-02-27T15:18:24.637661Z,2656.0,59.0,Positive,1.0
1.446,0.0,tanyakanrl,2023-02-27T15:18:26.363266Z,0.0,"tanyarl jadi, rumah orang tua ku ini sebelahan sama bude tukang urut, sering banget tiba tiba orang datang ke rumah… https://t.co/8BEYLUw6r8",2482.0,2023-02-27T15:18:26.363266Z,2657.0,60.0,Negative,1.0
1.334,0.0,tanyakanrl,2023-02-27T15:18:27.981599Z,0.0,💚 kalian yang kelahiran 98 pada punya pacar atau single?,2483.0,2023-02-27T15:18:27.981599Z,2658.0,61.0,Positive,1.0
1.357,0.0,tanyakanrl,2023-02-27T15:18:29.626138Z,0.0,"💚 wta, kalo misal kita ngajak putus, tp si doi gamau trs. Nah gimana ya caranya biar tetep putus gitu? thanks",2484.0,2023-02-27T15:18:29.626138Z,2659.0,62.0,Positive,1.0
1.277,0.0,tanyakanrl,2023-02-27T15:18:31.185751Z,0.0,💚 Gue sender menfess ini. Sekarang temen gue udah balikan yg kedua kalinya sama itu cowo :) Padahal waktu mereka pa… https://t.co/c8OFDzDpmr,2485.0,2023-02-27T15:18:31.185751Z,2660.0,63.0,Negative,1.0
1.456,0.0,tanyakanrl,2023-02-27T15:18:33.110489Z,6.0,💚 how do you tell someone youre in love w them without actually telling them?,2486.0,2023-02-27T15:18:33.110489Z,2661.0,64.0,Positive,1.0
1.305,0.0,tanyakanrl,2023-02-27T15:18:34.766516Z,4.0,"💚 aku kok ga seberuntung temen temen aku ya, mereka lulus kuliah lgsg dapat kerjaan aku udah mau 6 bulan dari kelul… https://t.co/iG4v0SRMq5",2487.0,2023-02-27T15:18:34.766516Z,2662.0,65.0,Negative,1.0
1.07,0.0,tanyakanrl,2023-02-27T15:18:36.213401Z,2.0,kata temenku gapapa kalo kita butuh orang lain untuk melupakan seseorang 💚,2488.0,2023-02-27T15:18:36.213401Z,2663.0,66.0,Positive,1.0
1.121,0.0,tanyakanrl,2023-02-27T15:18:37.694781Z,0.0,"💚 jdi ak rencana mau ngasih kado buat cwo aku guys. nah dia skrg tuh lg pgn bngt naikin bb, krn mnrt dia dia terlal… https://t.co/2DmVzzNpu7",2489.0,2023-02-27T15:18:37.694781Z,2664.0,67.0,Negative,1.0
0.973,0.0,tanyakanrl,2023-02-27T15:18:38.980350Z,42.0,💚 Gambar yang bisa didengar 😏 https://t.co/XWrHMRgiUZ,2490.0,2023-02-27T15:18:38.980350Z,2665.0,68.0,Negative,1.0
1.146,0.0,tanyakanrl,2023-02-27T15:18:40.437717Z,0.0,"💚 uang ku 3jt dimaling kakak sepupu, knp bisa ketauan karena kepergok bude ku yg satunya tp dia ga ngerasa🙂🙂",2491.0,2023-02-27T15:18:40.437717Z,2666.0,69.0,Positive,1.0
1.095,0.0,tanyakanrl,2023-02-27T15:18:41.823134Z,1.0,💚 ada yg tau gaak ini mksdnya gimana? dan sender harus gimana lagi buat bebasin akun susi? ,,,,,,
sender udh ajuin pengem… https://t.co/rNpFT63xN4,2492.0,2023-02-27T15:18:41.823134Z,2667,70.0,Negative,1.0,,,,,
1.166,0.0,tanyakanrl,2023-02-27T15:18:43.290911Z,22.0,tanyarl hmmmm gimana yachhh gengs https://t.co/CCiNdefFjd,2493.0,2023-02-27T15:18:43.290911Z,2668.0,71.0,Negative,1.0
1.3,0.0,tanyakanrl,2023-02-27T15:18:44.874737Z,0.0,Tanyarl aku minya sarannya dong guys. TIA https://t.co/F1wuoPKbkB,2494.0,2023-02-27T15:18:44.874737Z,2669.0,72.0,Negative,1.0
1.171,9.0,tanyakanrl,2023-02-27T15:18:46.331452Z,54.0,"💚 cuma mau ngingetin guys, bentar lagi mau bulan Ramadhan. YaAllah, waktu beneran ga kerasa😭 https://t.co/egrxDF5uyH",2495.0,2023-02-27T15:18:46.331452Z,2670.0,73.0,Negative,1.0
1.216,0.0,tanyakanrl,2023-02-27T15:18:47.882682Z,0.0,💚 email ku kenapa ga bisa login ke canva ya??,2496.0,2023-02-27T15:18:47.882682Z,2671.0,74.0,Positive,1.0
1.039,0.0,tanyakanrl,2023-02-27T15:18:49.190794Z,0.0,💚 mau cetak kaos misal desainnya ambil element yang dari canva boleh ga ya?,2497.0,2023-02-27T15:18:49.190794Z,2672.0,75.0,Positive,1.0
0.863,0.0,tanyakanrl,2023-02-27T15:18:50.328871Z,1.0,💚 merk pensil warna yang bagus apa ya? Faber castle atau grebel??,2498.0,2023-02-27T15:18:50.328871Z,2673.0,76.0,Positive,1.0
1.23,0.0,tanyakanrl,2023-02-27T15:18:51.837785Z,0.0,Tanyarl 💚 termasuk untung apa emang sebenernya harganya segitu? https://t.co/yMsdy3ev0F,2499.0,2023-02-27T15:18:51.837785Z,2674.0,77.0,Negative,1.0
1.099,0.0,tanyakanrl,2023-02-27T15:18:53.249476Z,4.0,"💚 bingung bgt ga si, ada orang yg cakep bgt, pasti diincer orang banyak, mau siapa tinggal milih, tapi dia malah mi… https://t.co/KCyXAt1oSc",2500.0,2023-02-27T15:18:53.249476Z,2675.0,78.0,Negative,1.0
0.909,0.0,tanyakanrl,2023-02-27T15:18:54.420506Z,16.0,💚 oalahhh baru paham😂 https://t.co/dtTbVHktym,2501.0,2023-02-27T15:18:54.420506Z,2676.0,79.0,Negative,1.0
0.879,0.0,tanyakanrl,2023-02-27T15:18:55.572455Z,0.0,"Tanyarl kepala sender bener"" pusing tentang persoalan ini🥺 https://t.co/wOXgUl3mMd",2502.0,2023-02-27T15:18:55.572455Z,2677.0,80.0,Negative,1.0
0.939,1.0,tanyakanrl,2023-02-27T15:18:56.922710Z,0.0,gmn ya cara bikin pencuri ngaku sendiri? soalnya sepupu ku sering banget ngambil duitku atau ortuku tapi kami segan… https://t.co/7fxUuvfVxj,2503.0,2023-02-27T15:18:56.922710Z,2678.0,81.0,Negative,1.0
0.913,0.0,tanyakanrl,2023-02-27T15:18:58.168862Z,0.0,Tanyarl guys aku lgi perlu banget sesuatu. Rencananya mau pke shop* paylater. Pengalaman kalian yg pernah make gmna… https://t.co/l7yDozEOD2,2504.0,2023-02-27T15:18:58.168862Z,2679.0,82.0,Negative,1.0
1.343,0.0,tanyakanrl,2023-02-27T15:18:59.813884Z,3.0,"💚 GUYS RACUNIN AKU MUKENA DONG, AKU MAU BELI BUAT LEBARAN. BUDGET 150K, KALO BISA YANG SATIN VELVET GITU YANG LAIN JUGA GAPAPA. TIA.",2505.0,2023-02-27T15:18:59.813884Z,2680.0,83.0,Positive,1.0
1.136,1.0,tanyakanrl,2023-02-27T15:19:01.231642Z,30.0,💚 Bedakan ya guys antara Kereta dan Gerbong https://t.co/7J5qnqyurB,2506.0,2023-02-27T15:19:01.231642Z,2681.0,84.0,Negative,1.0
2.234,0.0,tanyakanrl,2023-02-27T15:19:03.733174Z,0.0,💚 pusing banget ngerjain skripsi😭,2507.0,2023-02-27T15:19:03.733174Z,2682.0,85.0,Positive,1.0
1.114,0.0,tanyakanrl,2023-02-27T15:19:05.126220Z,0.0,"💚 mauu tanyaa, kalau cowo kalian bbrapa kali ngepost di feeds sma temen kuliahnya, yg kebetulan ad cewenya, tdi bah… https://t.co/QoyNZTrIIB",2508.0,2023-02-27T15:19:05.126220Z,2683.0,86.0,Negative,1.0
1.097,0.0,tanyakanrl,2023-02-27T15:19:06.533578Z,4.0,💚 ini tuh emang bagusnya klo charger ga sampw 100% ya?? Sender baru tau.. https://t.co/3fZjn3fHWd,2509.0,2023-02-27T15:19:06.533578Z,2684.0,87.0,Negative,1.0
1.177,0.0,tanyakanrl,2023-02-27T15:19:08.063162Z,3.0,💚 sender ngebet punya pacar😥,2510.0,2023-02-27T15:19:08.063162Z,2685.0,88.0,Positive,1.0
0.985,0.0,tanyakanrl,2023-02-27T15:19:09.405940Z,2.0,💚 kasih tau meme terlucu kalian!!!,2511.0,2023-02-27T15:19:09.405940Z,2686.0,89.0,Positive,1.0
1.226,1.0,tanyakanrl,2023-02-27T15:19:10.962967Z,17.0,💚 pilih top 3 kalian dari mié sédàap,,,,,,
Sender: https://t.co/Uvje1Z734W,2512.0,2023-02-27T15:19:10.962967Z,2687,90.0,Negative,1.0,,,,,
1.236,38.0,tanyakanrl,2023-02-27T15:19:12.499287Z,113.0,"gapapaa, pasti bisa 💚 https://t.co/hdeWJUHUNm",2513.0,2023-02-27T15:19:12.499287Z,2688.0,91.0,Negative,1.0
3.635,0.0,tanyakanrl,2023-02-27T15:19:16.441878Z,0.0,💚 guys ada yang mau bantuin like video lomba edukasi di tikt0k ga? yg mau tolong rep di bawah ya 🥺🙏🏻,2514.0,2023-02-27T15:19:16.441878Z,2689.0,92.0,Positive,1.0
1.158,0.0,tanyakanrl,2023-02-27T15:19:17.996956Z,2.0,💚 mau nanya looksim yang di adaptasi jadi anime s2 nya udah keluar apa belum? Kalau udah ada nya dimana,2515.0,2023-02-27T15:19:17.996956Z,2690.0,93.0,Positive,1.0
1.202,0.0,tanyakanrl,2023-02-27T15:19:19.522064Z,0.0,💚  halo ada yg ngerti cara ngatasin ini nggak pas mau login iTunes? Daritadi coba sana sini cara gaada yg berhasil😔… https://t.co/7B5PyMKsXv,2516.0,2023-02-27T15:19:19.522064Z,2691.0,94.0,Negative,1.0
0.947,0.0,tanyakanrl,2023-02-27T15:19:20.763787Z,1.0,tanyarl saran terbaiknya dong 😭 https://t.co/E3eykai1DG,2517.0,2023-02-27T15:19:20.763787Z,2692.0,95.0,Negative,1.0
1.74,1.0,tanyakanrl,2023-02-27T15:19:22.894498Z,1.0,💚 pengen deh ngerasain rasanya punya bapak 😔,2518.0,2023-02-27T15:19:22.894498Z,2693.0,96.0,Positive,1.0
0.992,0.0,tanyakanrl,2023-02-27T15:19:24.180436Z,4.0,"tanyarl flashback ke 2022 yuk, intip belanjaan shopee kalian dong, paling boros di bulan apa tahun lalu?",,,,,,
ceknya di… https://t.co/02vodX54Zi,2519.0,2023-02-27T15:19:24.180436Z,2694,97.0,Negative,1.0,,,,,
1.196,0.0,tanyakanrl,2023-02-27T15:19:25.672629Z,0.0,💚 sp yg besok sekolahnya daringgg???,2520.0,2023-02-27T15:19:25.672629Z,2695.0,98.0,Positive,1.0
1.923,1.0,tanyakanrl,2023-02-27T15:19:27.879049Z,15.0,"💚 gaiss laptop aku tiap kali buka Excel atau Word suka ke enter sendiri, sama suka eror gitu, itu kenapa ya?? ada v… https://t.co/pbz95z2gT8",2521.0,2023-02-27T15:19:27.879049Z,2696.0,99.0,Negative,1.0
2.261,1.0,tanyakanrl,2023-02-27T15:19:30.447839Z,17.0,💚 awal februari kalian gimana guys? ,,,,,,
kalo awal februariku ternyata bokap gue selingkuh lama sama mamanya cowok gue🤡🤡🤡🤡,2522.0,2023-02-27T15:19:30.447839Z,2697,100.0,Positive,1.0,,,,,
1.725,28.0,tanyakanrl,2023-02-27T15:19:32.535098Z,199.0,💚 ga habis thinking https://t.co/fUh6ipoL15,2523.0,2023-02-27T15:19:32.535098Z,2698.0,101.0,Negative,1.0
6.902,0.0,tanyakanrl,2023-02-27T15:19:39.766735Z,1.0,💚 siapa yg dah 24+ tapi belum dibolehin pacaran ama ortu😔☝️,2524.0,2023-02-27T15:19:39.766735Z,2699.0,102.0,Positive,1.0
1.248,2.0,tanyakanrl,2023-02-27T15:19:41.389084Z,48.0,💚 coba rate seberapa kalian suka sama strawberry🍓?? https://t.co/O1CaidAgM4,2525.0,2023-02-27T15:19:41.389084Z,2700.0,103.0,Negative,1.0
2.2,0.0,tanyakanrl,2023-02-27T15:19:43.922360Z,1.0,Tanyarl Samsung S23 plus worth it buat konser gk sih?,2526.0,2023-02-27T15:19:43.922360Z,2701.0,104.0,Positive,1.0
0.942,0.0,tanyakanrl,2023-02-27T15:19:45.183794Z,7.0,💚 Halo warga twit! Pls I still need help buat isi kuesioner~ thankyou ^^ https://t.co/rQPRSiz7kH,2527.0,2023-02-27T15:19:45.183794Z,2702.0,105.0,Negative,1.0
