,id,annotations,file_upload,drafts,predictions,data,meta,created_at,updated_at,inner_id,total_annotations,cancelled_annotations,total_predictions,comment_count,unresolved_comment_count,last_comment_updated_at,project,updated_by,comment_authors
11,2408,"[{'id': 2233, 'completed_by': 1, 'result': [{'value': {'choices': ['Positive']}, 'id': 'mSEVfIwLFJ', 'from_name': 'sentiment', 'to_name': 'text', 'type': 'choices', 'origin': 'manual'}], 'was_cancelled': False, 'ground_truth': False, 'created_at': '2023-02-27T07:12:18.317006Z', 'updated_at': '2023-02-27T07:12:18.317006Z', 'lead_time': 0.6930000000000001, 'prediction': {}, 'result_count': 0, 'task': 2408, 'project': 19, 'parent_prediction': None, 'parent_annotation': None}]",5d4119fc-humandsuperboy.csv,[],[],"{'Unnamed: 0': 11, 'id': 1621226481056894976, 'username': 'dsuperboy', 'text': 'Masih sayang, cuma udah nggak berharap buat bersama lagi.', 'retweet_count': 2394, 'like_count': 8519, 'created_at': '2023-02-02 19:18:08+00:00'}",{},2023-02-27 07:11:57.943070+00:00,2023-02-27 07:12:18.379563+00:00,12,1,0,0,0,0,,19,1,[]
12,2409,"[{'id': 2234, 'completed_by': 1, 'result': [{'value': {'choices': ['Positive']}, 'id': 'H4qvqC4vTX', 'from_name': 'sentiment', 'to_name': 'text', 'type': 'choices', 'origin': 'manual'}], 'was_cancelled': False, 'ground_truth': False, 'created_at': '2023-02-27T07:12:19.389984Z', 'updated_at': '2023-02-27T07:12:19.389984Z', 'lead_time': 0.805, 'prediction': {}, 'result_count': 0, 'task': 2409, 'project': 19, 'parent_prediction': None, 'parent_annotation': None}]",5d4119fc-humandsuperboy.csv,[],[],"{'Unnamed: 0': 12, 'id': 1621213497425285120, 'username': 'dsuperboy', 'text': 'Emang beneran kalau kaki kita sering kesemutan itu gara-gara nggak sengaja pernah memakan semut?', 'retweet_count': 62, 'like_count': 975, 'created_at': '2023-02-02 18:26:33+00:00'}",{},2023-02-27 07:11:57.943070+00:00,2023-02-27 07:12:19.451165+00:00,13,1,0,0,0,0,,19,1,[]
13,2410,"[{'id': 2235, 'completed_by': 1, 'result': [{'value': {'choices': ['Positive']}, 'id': 'NMgDEvqZoY', 'from_name': 'sentiment', 'to_name': 'text', 'type': 'choices', 'origin': 'manual'}], 'was_cancelled': False, 'ground_truth': False, 'created_at': '2023-02-27T07:12:20.222981Z', 'updated_at': '2023-02-27T07:12:20.222981Z', 'lead_time': 0.539, 'prediction': {}, 'result_count': 0, 'task': 2410, 'project': 19, 'parent_prediction': None, 'parent_annotation': None}]",5d4119fc-humandsuperboy.csv,[],[],"{'Unnamed: 0': 13, 'id': 1621191882591330304, 'username': 'dsuperboy', 'text': 'Apa efek memakan semut?', 'retweet_count': 72, 'like_count': 1732, 'created_at': '2023-02-02 17:00:39+00:00'}",{},2023-02-27 07:11:57.943070+00:00,2023-02-27 07:12:20.767576+00:00,14,1,0,0,0,0,,19,1,[]
14,2411,"[{'id': 2236, 'completed_by': 1, 'result': [{'value': {'choices': ['Negative']}, 'id': 'IQ_-MFwyef', 'from_name': 'sentiment', 'to_name': 'text', 'type': 'choices', 'origin': 'manual'}], 'was_cancelled': False, 'ground_truth': False, 'created_at': '2023-02-27T07:12:22.566885Z', 'updated_at': '2023-02-27T07:12:22.566885Z', 'lead_time': 1.153, 'prediction': {}, 'result_count': 0, 'task': 2411, 'project': 19, 'parent_prediction': None, 'parent_annotation': None}]",5d4119fc-humandsuperboy.csv,[],[],"{'Unnamed: 0': 14, 'id': 1621139419939102720, 'username': 'dsuperboy', 'text': 'Nanti jika aku tidak kembali, sungguh aku pernah bersungguh-sungguh di sana. Sungguh aku pernah setotal itu memberi… https://t.co/N3d75SnzQ2', 'retweet_count': 2063, 'like_count': 5385, 'created_at': '2023-02-02 13:32:11+00:00'}",{},2023-02-27 07:11:57.943070+00:00,2023-02-27 07:12:22.806504+00:00,15,1,0,0,0,0,,19,1,[]
15,2412,"[{'id': 2237, 'completed_by': 1, 'result': [{'value': {'choices': ['Positive']}, 'id': 'dWFCHNjBOH', 'from_name': 'sentiment', 'to_name': 'text', 'type': 'choices', 'origin': 'manual'}], 'was_cancelled': False, 'ground_truth': False, 'created_at': '2023-02-27T07:12:24.015274Z', 'updated_at': '2023-02-27T07:12:24.015274Z', 'lead_time': 0.797, 'prediction': {}, 'result_count': 0, 'task': 2412, 'project': 19, 'parent_prediction': None, 'parent_annotation': None}]",5d4119fc-humandsuperboy.csv,[],[],"{'Unnamed: 0': 15, 'id': 1620881026775142400, 'username': 'dsuperboy', 'text': 'Tetaplah hidup meski sepanjang tahun kau harus begadang.', 'retweet_count': 896, 'like_count': 4550, 'created_at': '2023-02-01 20:25:25+00:00'}",{},2023-02-27 07:11:57.943070+00:00,2023-02-27 07:12:24.287536+00:00,16,1,0,0,0,0,,19,1,[]
16,2413,"[{'id': 2238, 'completed_by': 1, 'result': [{'value': {'choices': ['Negative']}, 'id': 'wQXm97Gxe6', 'from_name': 'sentiment', 'to_name': 'text', 'type': 'choices', 'origin': 'manual'}], 'was_cancelled': False, 'ground_truth': False, 'created_at': '2023-02-27T07:12:25.672406Z', 'updated_at': '2023-02-27T07:12:25.672406Z', 'lead_time': 0.871, 'prediction': {}, 'result_count': 0, 'task': 2413, 'project': 19, 'parent_prediction': None, 'parent_annotation': None}]",5d4119fc-humandsuperboy.csv,[],[],"{'Unnamed: 0': 16, 'id': 1620876011574538243, 'username': 'dsuperboy', 'text': 'Aku mungkin bisa terlihat biasa saja di hadapanmu. Tetap terlihat tenang. Tidak membahas apa pun soal perasaan. Mes… https://t.co/XoBHjCaeb3', 'retweet_count': 665, 'like_count': 2456, 'created_at': '2023-02-01 20:05:30+00:00'}",{},2023-02-27 07:11:57.943070+00:00,2023-02-27 07:12:26.813969+00:00,17,1,0,0,0,0,,19,1,[]
17,2414,"[{'id': 2239, 'completed_by': 1, 'result': [{'value': {'choices': ['Negative']}, 'id': 'Qf5gpFTq7A', 'from_name': 'sentiment', 'to_name': 'text', 'type': 'choices', 'origin': 'manual'}], 'was_cancelled': False, 'ground_truth': False, 'created_at': '2023-02-27T07:12:29.304371Z', 'updated_at': '2023-02-27T07:12:29.304371Z', 'lead_time': 1.3599999999999999, 'prediction': {}, 'result_count': 0, 'task': 2414, 'project': 19, 'parent_prediction': None, 'parent_annotation': None}]",5d4119fc-humandsuperboy.csv,[],[],"{'Unnamed: 0': 17, 'id': 1620872067062325248, 'username': 'dsuperboy', 'text': 'Nggak usah ngayal ketinggian pukul segini bang. \U0001f979 https://t.co/UQcGvgZgaP', 'retweet_count': 10, 'like_count': 218, 'created_at': '2023-02-01 19:49:49+00:00'}",{},2023-02-27 07:11:57.943070+00:00,2023-02-27 07:12:29.364962+00:00,18,1,0,0,0,0,,19,1,[]
18,2415,"[{'id': 2240, 'completed_by': 1, 'result': [{'value': {'choices': ['Positive']}, 'id': '6Ai9W-TQbw', 'from_name': 'sentiment', 'to_name': 'text', 'type': 'choices', 'origin': 'manual'}], 'was_cancelled': False, 'ground_truth': False, 'created_at': '2023-02-27T07:12:31.965072Z', 'updated_at': '2023-02-27T07:12:31.965072Z', 'lead_time': 2.3689999999999998, 'prediction': {}, 'result_count': 0, 'task': 2415, 'project': 19, 'parent_prediction': None, 'parent_annotation': None}]",5d4119fc-humandsuperboy.csv,[],[],"{'Unnamed: 0': 18, 'id': 1620871294559608832, 'username': 'dsuperboy', 'text': 'Begadang itu enggak sehat. Udah tahu, tapi masih aja dilakukan. Begitulah diriku.', 'retweet_count': 681, 'like_count': 3183, 'created_at': '2023-02-01 19:46:45+00:00'}",{},2023-02-27 07:11:57.943070+00:00,2023-02-27 07:12:32.026361+00:00,19,1,0,0,0,0,,19,1,[]
19,2416,"[{'id': 2241, 'completed_by': 1, 'result': [{'value': {'choices': ['Positive']}, 'id': 'YBpPRE1pvt', 'from_name': 'sentiment', 'to_name': 'text', 'type': 'choices', 'origin': 'manual'}], 'was_cancelled': False, 'ground_truth': False, 'created_at': '2023-02-27T07:12:33.329138Z', 'updated_at': '2023-02-27T07:12:33.329138Z', 'lead_time': 1.101, 'prediction': {}, 'result_count': 0, 'task': 2416, 'project': 19, 'parent_prediction': None, 'parent_annotation': None}]",5d4119fc-humandsuperboy.csv,[],[],"{'Unnamed: 0': 19, 'id': 1620850103065145344, 'username': 'dsuperboy', 'text': '@convomf Makan', 'retweet_count': 3, 'like_count': 124, 'created_at': '2023-02-01 18:22:33+00:00'}",{},2023-02-27 07:11:57.943070+00:00,2023-02-27 07:12:33.399834+00:00,20,1,0,0,0,0,,19,1,[]
20,2417,"[{'id': 2242, 'completed_by': 1, 'result': [{'value': {'choices': ['Negative']}, 'id': '55fZYI9yQq', 'from_name': 'sentiment', 'to_name': 'text', 'type': 'choices', 'origin': 'manual'}], 'was_cancelled': False, 'ground_truth': False, 'created_at': '2023-02-27T07:12:34.348636Z', 'updated_at': '2023-02-27T07:12:34.348636Z', 'lead_time': 0.753, 'prediction': {}, 'result_count': 0, 'task': 2417, 'project': 19, 'parent_prediction': None, 'parent_annotation': None}]",5d4119fc-humandsuperboy.csv,[],[],"{'Unnamed: 0': 20, 'id': 1620847514672062464, 'username': 'dsuperboy', 'text': 'https://t.co/SBJBkg5mT1', 'retweet_count': 1, 'like_count': 411, 'created_at': '2023-02-01 18:12:16+00:00'}",{},2023-02-27 07:11:57.943070+00:00,2023-02-27 07:12:34.410229+00:00,21,1,0,0,0,0,,19,1,[]
21,2418,"[{'id': 2243, 'completed_by': 1, 'result': [{'value': {'choices': ['Negative']}, 'id': 'WqU1ntvdAE', 'from_name': 'sentiment', 'to_name': 'text', 'type': 'choices', 'origin': 'manual'}], 'was_cancelled': False, 'ground_truth': False, 'created_at': '2023-02-27T07:12:35.460362Z', 'updated_at': '2023-02-27T07:12:35.460362Z', 'lead_time': 0.841, 'prediction': {}, 'result_count': 0, 'task': 2418, 'project': 19, 'parent_prediction': None, 'parent_annotation': None}]",5d4119fc-humandsuperboy.csv,[],[],"{'Unnamed: 0': 21, 'id': 1620673771744161792, 'username': 'dsuperboy', 'text': '@tanyakanrl karena aku sering cari video ikan, brand baju (lagi belajar, mau punya brand baju), sama lagi suka mant… https://t.co/oQZrUnt5K8', 'retweet_count': 8, 'like_count': 333, 'created_at': '2023-02-01 06:41:52+00:00'}",{},2023-02-27 07:11:57.943070+00:00,2023-02-27 07:12:35.514615+00:00,22,1,0,0,0,0,,19,1,[]
22,2419,"[{'id': 2244, 'completed_by': 1, 'result': [{'value': {'choices': ['Negative']}, 'id': '6c56SPi4Fl', 'from_name': 'sentiment', 'to_name': 'text', 'type': 'choices', 'origin': 'manual'}], 'was_cancelled': False, 'ground_truth': False, 'created_at': '2023-02-27T07:12:36.349950Z', 'updated_at': '2023-02-27T07:12:36.349950Z', 'lead_time': 0.613, 'prediction': {}, 'result_count': 0, 'task': 2419, 'project': 19, 'parent_prediction': None, 'parent_annotation': None}]",5d4119fc-humandsuperboy.csv,[],[],"{'Unnamed: 0': 22, 'id': 1620672010451025925, 'username': 'dsuperboy', 'text': '@tanyarlfes Nder, aku juga sering kecewa sama harapanku sendiri nder. Banyak doa juga belum dikabulkan. Sering berp… https://t.co/RBlWTgnxFV', 'retweet_count': 661, 'like_count': 3325, 'created_at': '2023-02-01 06:34:52+00:00'}",{},2023-02-27 07:11:57.943070+00:00,2023-02-27 07:12:36.410822+00:00,23,1,0,0,0,0,,19,1,[]
23,2420,"[{'id': 2245, 'completed_by': 1, 'result': [{'value': {'choices': ['Negative']}, 'id': 'VHRwWO2xbg', 'from_name': 'sentiment', 'to_name': 'text', 'type': 'choices', 'origin': 'manual'}], 'was_cancelled': False, 'ground_truth': False, 'created_at': '2023-02-27T07:12:37.559852Z', 'updated_at': '2023-02-27T07:12:37.559852Z', 'lead_time': 0.9470000000000001, 'prediction': {}, 'result_count': 0, 'task': 2420, 'project': 19, 'parent_prediction': None, 'parent_annotation': None}]",5d4119fc-humandsuperboy.csv,[],[],"{'Unnamed: 0': 23, 'id': 1620663781352419328, 'username': 'dsuperboy', 'text': 'Nikah yuk.\n\nMau lanjut S2.\n\nSetelah nikah kan bisa.\n\nBoleh?\n\nKenapa enggak?\n\nSebulan setelah nikah, doi lanjut S2.… https://t.co/DpawOTzZc6', 'retweet_count': 282, 'like_count': 6696, 'created_at': '2023-02-01 06:02:10+00:00'}",{},2023-02-27 07:11:57.943070+00:00,2023-02-27 07:12:37.620769+00:00,24,1,0,0,0,0,,19,1,[]
24,2421,"[{'id': 2246, 'completed_by': 1, 'result': [{'value': {'choices': ['Negative']}, 'id': 'x-0ohse36E', 'from_name': 'sentiment', 'to_name': 'text', 'type': 'choices', 'origin': 'manual'}], 'was_cancelled': False, 'ground_truth': False, 'created_at': '2023-02-27T07:12:38.592697Z', 'updated_at': '2023-02-27T07:12:38.592697Z', 'lead_time': 0.768, 'prediction': {}, 'result_count': 0, 'task': 2421, 'project': 19, 'parent_prediction': None, 'parent_annotation': None}]",5d4119fc-humandsuperboy.csv,[],[],"{'Unnamed: 0': 24, 'id': 1620418445954420736, 'username': 'dsuperboy', 'text': 'Mau nikah di KUA doang, mau resepsi sederhana, mau nikah resepsi mewah. Ya, nggak apa-apa. Defenisi bahagia tiap or… https://t.co/5g8L5Sa0x6', 'retweet_count': 4292, 'like_count': 9647, 'created_at': '2023-01-31 13:47:18+00:00'}",{},2023-02-27 07:11:57.943070+00:00,2023-02-27 07:12:38.656263+00:00,25,1,0,0,0,0,,19,1,[]
25,2422,"[{'id': 2247, 'completed_by': 1, 'result': [{'value': {'choices': ['Neutral']}, 'id': 'igxn9A88i4', 'from_name': 'sentiment', 'to_name': 'text', 'type': 'choices', 'origin': 'manual'}], 'was_cancelled': False, 'ground_truth': False, 'created_at': '2023-02-27T07:12:40.169590Z', 'updated_at': '2023-02-27T11:51:27.697334Z', 'lead_time': 11.311, 'prediction': {}, 'result_count': 0, 'task': 2422, 'project': 19, 'parent_prediction': None, 'parent_annotation': None}]",5d4119fc-humandsuperboy.csv,[],[],"{'Unnamed: 0': 25, 'id': 1620416045025734656, 'username': 'dsuperboy', 'text': '@viyool 🙏🏻', 'retweet_count': 1, 'like_count': 58, 'created_at': '2023-01-31 13:37:45+00:00'}",{},2023-02-27 07:11:57.943070+00:00,2023-02-27 11:51:27.813644+00:00,26,1,0,0,0,0,,19,1,[]
26,2423,"[{'id': 2248, 'completed_by': 1, 'result': [{'value': {'choices': ['Positive']}, 'id': 'szQgqnttaQ', 'from_name': 'sentiment', 'to_name': 'text', 'type': 'choices', 'origin': 'manual'}], 'was_cancelled': False, 'ground_truth': False, 'created_at': '2023-02-27T07:12:41.859270Z', 'updated_at': '2023-02-27T07:12:41.859270Z', 'lead_time': 1.434, 'prediction': {}, 'result_count': 0, 'task': 2423, 'project': 19, 'parent_prediction': None, 'parent_annotation': None}]",5d4119fc-humandsuperboy.csv,[],[],"{'Unnamed: 0': 26, 'id': 1620368330560528390, 'username': 'dsuperboy', 'text': 'Belajar bahagia melihat orang lain bahagia. Meski ukuran bahagia mereka tak sama dengan kita.', 'retweet_count': 1420, 'like_count': 4663, 'created_at': '2023-01-31 10:28:09+00:00'}",{},2023-02-27 07:11:57.943070+00:00,2023-02-27 07:12:42.045593+00:00,27,1,0,0,0,0,,19,1,[]
27,2424,"[{'id': 2249, 'completed_by': 1, 'result': [{'value': {'choices': ['Negative']}, 'id': '3QbqMpk8Y8', 'from_name': 'sentiment', 'to_name': 'text', 'type': 'choices', 'origin': 'manual'}], 'was_cancelled': False, 'ground_truth': False, 'created_at': '2023-02-27T07:12:43.024155Z', 'updated_at': '2023-02-27T07:12:43.024155Z', 'lead_time': 0.765, 'prediction': {}, 'result_count': 0, 'task': 2424, 'project': 19, 'parent_prediction': None, 'parent_annotation': None}]",5d4119fc-humandsuperboy.csv,[],[],"{'Unnamed: 0': 27, 'id': 1620315849465933825, 'username': 'dsuperboy', 'text': 'Enak ya hobi dibayar. Padahal yang dibayar itu bukan hanya hobi semata, ada investasi waktu, latihan, tenaga, prose… https://t.co/kM5nNCKKIy', 'retweet_count': 153, 'like_count': 1009, 'created_at': '2023-01-31 06:59:37+00:00'}",{},2023-02-27 07:11:57.943070+00:00,2023-02-27 07:12:43.084958+00:00,28,1,0,0,0,0,,19,1,[]
28,2425,"[{'id': 2250, 'completed_by': 1, 'result': [{'value': {'choices': ['Positive']}, 'id': 'DSCybwC0jC', 'from_name': 'sentiment', 'to_name': 'text', 'type': 'choices', 'origin': 'manual'}], 'was_cancelled': False, 'ground_truth': False, 'created_at': '2023-02-27T07:12:43.960964Z', 'updated_at': '2023-02-27T07:12:43.960964Z', 'lead_time': 0.667, 'prediction': {}, 'result_count': 0, 'task': 2425, 'project': 19, 'parent_prediction': None, 'parent_annotation': None}]",5d4119fc-humandsuperboy.csv,[],[],"{'Unnamed: 0': 28, 'id': 1620066458574417921, 'username': 'dsuperboy', 'text': '@kegblgnunfaedh Gak ada nder. Aku udah terlalu banyak dosa :(', 'retweet_count': 225, 'like_count': 7922, 'created_at': '2023-01-30 14:28:37+00:00'}",{},2023-02-27 07:11:57.943070+00:00,2023-02-27 07:12:44.167347+00:00,29,1,0,0,0,0,,19,1,[]
