lead_time	retweet_count	username	updated_at	like_count	text	annotation_id	created_at	id	Unnamed: 0	sentiment	annotator
1.149	0	tanyakanrl	2023-02-27T15:18:01.579463Z	0	Kamu pekerja milenial usia 26-42 tahun dan memiliki atasan? Yuk merapat dan mohon kesediaannya untuk mengisi kuesio… https://t.co/Bkcs7F0rjO	2466	2023-02-27T15:18:01.579463Z	2641	44	Negative	1
0.889	0	tanyakanrl	2023-02-27T15:18:02.739505Z	78	Tanyarl mi ni mal li ma ka ta https://t.co/ulpsCXCPbA	2467	2023-02-27T15:18:02.739505Z	2642	45	Negative	1
1.123	1	tanyakanrl	2023-02-27T15:18:04.139483Z	0	💚 aku mau ngechat crush ak mau minta save, tapi gaberani mental yupii. gmn ya cara ngechatnya mau minta save? 😭😭	2468	2023-02-27T15:18:04.139483Z	2643	46	Positive	1
1.383	0	tanyakanrl	2023-02-27T15:18:05.777305Z	2	💚 gausa sok spik up ttg no for bully klo akhirnya lo juga pelaku bullying, wkwk munafik. merasa manusia baik ternyata hobi cyberbully	2469	2023-02-27T15:18:05.777305Z	2644	47	Positive	1
1.322	3	tanyakanrl	2023-02-27T15:18:07.359100Z	17	💚 mari berdoa buat temen" kita yang ada disana dan sekitarnya menurut kepercayaan masing" 🙏 https://t.co/2lEubxHDUD	2470	2023-02-27T15:18:07.359100Z	2645	48	Negative	1
1.157	0	tanyakanrl	2023-02-27T15:18:08.782489Z	6	Tanyarl guys yang pakai samsung galaxy Z flip3 review dong, + - nya apa aja? https://t.co/fUL4tT3sjz	2471	2023-02-27T15:18:08.782489Z	2646	49	Negative	1
1.061	0	tanyakanrl	2023-02-27T15:18:10.117019Z	0	💚 ada yg punya anak kecil umur min 1 thn dan bisa di ajak foto? Boleh minta tolong bantu aku ga buat campaign susu… https://t.co/BMqTaNSAU9	2472	2023-02-27T15:18:10.117019Z	2647	50	Negative	1
1.105	5	tanyakanrl	2023-02-27T15:18:11.540425Z	15	💚 ngeri bgt ini gaiss akun igey nya si penipu masih ada, ksian kalo bnyak yg ketipuu. please jgn ada yg bewlii di @… https://t.co/rHRZmx135Q	2473	2023-02-27T15:18:11.540425Z	2648	51	Negative	1
1.402	0	tanyakanrl	2023-02-27T15:18:13.220306Z	0	💚 mau tanya dong, klo de4ct igeh kan dm igeh nya jadi "user inst4gr4m" klo delete igeh kaya gitu jga ga? apa langsu… https://t.co/rSBbxmIcbn	2474	2023-02-27T15:18:13.220306Z	2649	52	Negative	1
1.549	0	tanyakanrl	2023-02-27T15:18:15.133447Z	0	💚 haii ada yg punya contoh proposal pengajuan jasa ke perusahaan/organisasi? butuh bangett :(	2475	2023-02-27T15:18:15.133447Z	2650	53	Positive	1
1.273	0	tanyakanrl	2023-02-27T15:18:16.726814Z	0	💚 guisee ada yang pake ini ga? ini tuh sama kaya g0pay/d4na gitu atau emang kaya mbank1ng? https://t.co/hjOwYbTBG2	2476	2023-02-27T15:18:16.726814Z	2651	54	Negative	1
1.459	0	tanyakanrl	2023-02-27T15:18:18.493266Z	0	tanyarl cara biar cepet bisa bobo gimana ya? aku udh merem dari jam 9 tapi baru bisa tidur jam set 11 huhu	2477	2023-02-27T15:18:18.493266Z	2652	55	Positive	1
1.059	0	tanyakanrl	2023-02-27T15:18:19.834726Z	0	💚 kalian yang cewe biasanya kalo mau jalan preparenya berapa lama? serius nanya	2478	2023-02-27T15:18:19.834726Z	2653	56	Positive	1
1.761	0	tanyakanrl	2023-02-27T15:18:21.886765Z	0	guys kalo biaya pasang behel 5jt gitu misal, itu udah include atas bawah kan? atau biaya buat satu rahang aja? 💚	2479	2023-02-27T15:18:21.886765Z	2654	57	Positive	1
1.179	0	tanyakanrl	2023-02-27T15:18:23.348802Z	0	💚 Yamaha F310 atau Yamaha F400 buat pemula? sender pilih akustik hehe..	2480	2023-02-27T15:18:23.348802Z	2655	58	Positive	1
0.966	0	tanyakanrl	2023-02-27T15:18:24.637661Z	2	💚 pengen tau pandangan kalian ke gemini dong? negatif sama positifnya ya	2481	2023-02-27T15:18:24.637661Z	2656	59	Positive	1
1.446	0	tanyakanrl	2023-02-27T15:18:26.363266Z	0	tanyarl jadi, rumah orang tua ku ini sebelahan sama bude tukang urut, sering banget tiba tiba orang datang ke rumah… https://t.co/8BEYLUw6r8	2482	2023-02-27T15:18:26.363266Z	2657	60	Negative	1
1.334	0	tanyakanrl	2023-02-27T15:18:27.981599Z	0	💚 kalian yang kelahiran 98 pada punya pacar atau single?	2483	2023-02-27T15:18:27.981599Z	2658	61	Positive	1
1.357	0	tanyakanrl	2023-02-27T15:18:29.626138Z	0	💚 wta, kalo misal kita ngajak putus, tp si doi gamau trs. Nah gimana ya caranya biar tetep putus gitu? thanks	2484	2023-02-27T15:18:29.626138Z	2659	62	Positive	1
1.277	0	tanyakanrl	2023-02-27T15:18:31.185751Z	0	💚 Gue sender menfess ini. Sekarang temen gue udah balikan yg kedua kalinya sama itu cowo :) Padahal waktu mereka pa… https://t.co/c8OFDzDpmr	2485	2023-02-27T15:18:31.185751Z	2660	63	Negative	1
1.456	0	tanyakanrl	2023-02-27T15:18:33.110489Z	6	💚 how do you tell someone youre in love w them without actually telling them?	2486	2023-02-27T15:18:33.110489Z	2661	64	Positive	1
1.305	0	tanyakanrl	2023-02-27T15:18:34.766516Z	4	💚 aku kok ga seberuntung temen temen aku ya, mereka lulus kuliah lgsg dapat kerjaan aku udah mau 6 bulan dari kelul… https://t.co/iG4v0SRMq5	2487	2023-02-27T15:18:34.766516Z	2662	65	Negative	1
1.07	0	tanyakanrl	2023-02-27T15:18:36.213401Z	2	kata temenku gapapa kalo kita butuh orang lain untuk melupakan seseorang 💚	2488	2023-02-27T15:18:36.213401Z	2663	66	Positive	1
1.121	0	tanyakanrl	2023-02-27T15:18:37.694781Z	0	💚 jdi ak rencana mau ngasih kado buat cwo aku guys. nah dia skrg tuh lg pgn bngt naikin bb, krn mnrt dia dia terlal… https://t.co/2DmVzzNpu7	2489	2023-02-27T15:18:37.694781Z	2664	67	Negative	1
0.973	0	tanyakanrl	2023-02-27T15:18:38.980350Z	42	💚 Gambar yang bisa didengar 😏 https://t.co/XWrHMRgiUZ	2490	2023-02-27T15:18:38.980350Z	2665	68	Negative	1
1.146	0	tanyakanrl	2023-02-27T15:18:40.437717Z	0	💚 uang ku 3jt dimaling kakak sepupu, knp bisa ketauan karena kepergok bude ku yg satunya tp dia ga ngerasa🙂🙂	2491	2023-02-27T15:18:40.437717Z	2666	69	Positive	1
1.095	0	tanyakanrl	2023-02-27T15:18:41.823134Z	1	💚 ada yg tau gaak ini mksdnya gimana? dan sender harus gimana lagi buat bebasin akun susi? 
sender udh ajuin pengem… https://t.co/rNpFT63xN4	2492	2023-02-27T15:18:41.823134Z	2667	70	Negative	1
1.166	0	tanyakanrl	2023-02-27T15:18:43.290911Z	22	tanyarl hmmmm gimana yachhh gengs https://t.co/CCiNdefFjd	2493	2023-02-27T15:18:43.290911Z	2668	71	Negative	1
1.3	0	tanyakanrl	2023-02-27T15:18:44.874737Z	0	Tanyarl aku minya sarannya dong guys. TIA https://t.co/F1wuoPKbkB	2494	2023-02-27T15:18:44.874737Z	2669	72	Negative	1
1.171	9	tanyakanrl	2023-02-27T15:18:46.331452Z	54	💚 cuma mau ngingetin guys, bentar lagi mau bulan Ramadhan. YaAllah, waktu beneran ga kerasa😭 https://t.co/egrxDF5uyH	2495	2023-02-27T15:18:46.331452Z	2670	73	Negative	1
1.216	0	tanyakanrl	2023-02-27T15:18:47.882682Z	0	💚 email ku kenapa ga bisa login ke canva ya??	2496	2023-02-27T15:18:47.882682Z	2671	74	Positive	1
1.039	0	tanyakanrl	2023-02-27T15:18:49.190794Z	0	💚 mau cetak kaos misal desainnya ambil element yang dari canva boleh ga ya?	2497	2023-02-27T15:18:49.190794Z	2672	75	Positive	1
0.863	0	tanyakanrl	2023-02-27T15:18:50.328871Z	1	💚 merk pensil warna yang bagus apa ya? Faber castle atau grebel??	2498	2023-02-27T15:18:50.328871Z	2673	76	Positive	1
1.23	0	tanyakanrl	2023-02-27T15:18:51.837785Z	0	Tanyarl 💚 termasuk untung apa emang sebenernya harganya segitu? https://t.co/yMsdy3ev0F	2499	2023-02-27T15:18:51.837785Z	2674	77	Negative	1
1.099	0	tanyakanrl	2023-02-27T15:18:53.249476Z	4	💚 bingung bgt ga si, ada orang yg cakep bgt, pasti diincer orang banyak, mau siapa tinggal milih, tapi dia malah mi… https://t.co/KCyXAt1oSc	2500	2023-02-27T15:18:53.249476Z	2675	78	Negative	1
0.909	0	tanyakanrl	2023-02-27T15:18:54.420506Z	16	💚 oalahhh baru paham😂 https://t.co/dtTbVHktym	2501	2023-02-27T15:18:54.420506Z	2676	79	Negative	1
0.879	0	tanyakanrl	2023-02-27T15:18:55.572455Z	0	Tanyarl kepala sender bener" pusing tentang persoalan ini🥺 https://t.co/wOXgUl3mMd	2502	2023-02-27T15:18:55.572455Z	2677	80	Negative	1
0.939	1	tanyakanrl	2023-02-27T15:18:56.922710Z	0	gmn ya cara bikin pencuri ngaku sendiri? soalnya sepupu ku sering banget ngambil duitku atau ortuku tapi kami segan… https://t.co/7fxUuvfVxj	2503	2023-02-27T15:18:56.922710Z	2678	81	Negative	1
0.913	0	tanyakanrl	2023-02-27T15:18:58.168862Z	0	Tanyarl guys aku lgi perlu banget sesuatu. Rencananya mau pke shop* paylater. Pengalaman kalian yg pernah make gmna… https://t.co/l7yDozEOD2	2504	2023-02-27T15:18:58.168862Z	2679	82	Negative	1
1.343	0	tanyakanrl	2023-02-27T15:18:59.813884Z	3	💚 GUYS RACUNIN AKU MUKENA DONG, AKU MAU BELI BUAT LEBARAN. BUDGET 150K, KALO BISA YANG SATIN VELVET GITU YANG LAIN JUGA GAPAPA. TIA.	2505	2023-02-27T15:18:59.813884Z	2680	83	Positive	1
1.136	1	tanyakanrl	2023-02-27T15:19:01.231642Z	30	💚 Bedakan ya guys antara Kereta dan Gerbong https://t.co/7J5qnqyurB	2506	2023-02-27T15:19:01.231642Z	2681	84	Negative	1
2.234	0	tanyakanrl	2023-02-27T15:19:03.733174Z	0	💚 pusing banget ngerjain skripsi😭	2507	2023-02-27T15:19:03.733174Z	2682	85	Positive	1
1.114	0	tanyakanrl	2023-02-27T15:19:05.126220Z	0	💚 mauu tanyaa, kalau cowo kalian bbrapa kali ngepost di feeds sma temen kuliahnya, yg kebetulan ad cewenya, tdi bah… https://t.co/QoyNZTrIIB	2508	2023-02-27T15:19:05.126220Z	2683	86	Negative	1
1.097	0	tanyakanrl	2023-02-27T15:19:06.533578Z	4	💚 ini tuh emang bagusnya klo charger ga sampw 100% ya?? Sender baru tau.. https://t.co/3fZjn3fHWd	2509	2023-02-27T15:19:06.533578Z	2684	87	Negative	1
1.177	0	tanyakanrl	2023-02-27T15:19:08.063162Z	3	💚 sender ngebet punya pacar😥	2510	2023-02-27T15:19:08.063162Z	2685	88	Positive	1
0.985	0	tanyakanrl	2023-02-27T15:19:09.405940Z	2	💚 kasih tau meme terlucu kalian!!!	2511	2023-02-27T15:19:09.405940Z	2686	89	Positive	1
1.226	1	tanyakanrl	2023-02-27T15:19:10.962967Z	17	💚 pilih top 3 kalian dari mié sédàap
Sender: https://t.co/Uvje1Z734W	2512	2023-02-27T15:19:10.962967Z	2687	90	Negative	1
1.236	38	tanyakanrl	2023-02-27T15:19:12.499287Z	113	gapapaa, pasti bisa 💚 https://t.co/hdeWJUHUNm	2513	2023-02-27T15:19:12.499287Z	2688	91	Negative	1
3.635	0	tanyakanrl	2023-02-27T15:19:16.441878Z	0	💚 guys ada yang mau bantuin like video lomba edukasi di tikt0k ga? yg mau tolong rep di bawah ya 🥺🙏🏻	2514	2023-02-27T15:19:16.441878Z	2689	92	Positive	1
1.158	0	tanyakanrl	2023-02-27T15:19:17.996956Z	2	💚 mau nanya looksim yang di adaptasi jadi anime s2 nya udah keluar apa belum? Kalau udah ada nya dimana	2515	2023-02-27T15:19:17.996956Z	2690	93	Positive	1
1.202	0	tanyakanrl	2023-02-27T15:19:19.522064Z	0	💚  halo ada yg ngerti cara ngatasin ini nggak pas mau login iTunes? Daritadi coba sana sini cara gaada yg berhasil😔… https://t.co/7B5PyMKsXv	2516	2023-02-27T15:19:19.522064Z	2691	94	Negative	1
0.947	0	tanyakanrl	2023-02-27T15:19:20.763787Z	1	tanyarl saran terbaiknya dong 😭 https://t.co/E3eykai1DG	2517	2023-02-27T15:19:20.763787Z	2692	95	Negative	1
1.74	1	tanyakanrl	2023-02-27T15:19:22.894498Z	1	💚 pengen deh ngerasain rasanya punya bapak 😔	2518	2023-02-27T15:19:22.894498Z	2693	96	Positive	1
0.992	0	tanyakanrl	2023-02-27T15:19:24.180436Z	4	tanyarl flashback ke 2022 yuk, intip belanjaan shopee kalian dong, paling boros di bulan apa tahun lalu?

ceknya di… https://t.co/02vodX54Zi	2519	2023-02-27T15:19:24.180436Z	2694	97	Negative	1
1.196	0	tanyakanrl	2023-02-27T15:19:25.672629Z	0	💚 sp yg besok sekolahnya daringgg???	2520	2023-02-27T15:19:25.672629Z	2695	98	Positive	1
1.923	1	tanyakanrl	2023-02-27T15:19:27.879049Z	15	💚 gaiss laptop aku tiap kali buka Excel atau Word suka ke enter sendiri, sama suka eror gitu, itu kenapa ya?? ada v… https://t.co/pbz95z2gT8	2521	2023-02-27T15:19:27.879049Z	2696	99	Negative	1
2.261	1	tanyakanrl	2023-02-27T15:19:30.447839Z	17	💚 awal februari kalian gimana guys? 

kalo awal februariku ternyata bokap gue selingkuh lama sama mamanya cowok gue🤡🤡🤡🤡	2522	2023-02-27T15:19:30.447839Z	2697	100	Positive	1
1.725	28	tanyakanrl	2023-02-27T15:19:32.535098Z	199	💚 ga habis thinking https://t.co/fUh6ipoL15	2523	2023-02-27T15:19:32.535098Z	2698	101	Negative	1
6.902	0	tanyakanrl	2023-02-27T15:19:39.766735Z	1	💚 siapa yg dah 24+ tapi belum dibolehin pacaran ama ortu😔☝️	2524	2023-02-27T15:19:39.766735Z	2699	102	Positive	1
1.248	2	tanyakanrl	2023-02-27T15:19:41.389084Z	48	💚 coba rate seberapa kalian suka sama strawberry🍓?? https://t.co/O1CaidAgM4	2525	2023-02-27T15:19:41.389084Z	2700	103	Negative	1
2.2	0	tanyakanrl	2023-02-27T15:19:43.922360Z	1	Tanyarl Samsung S23 plus worth it buat konser gk sih?	2526	2023-02-27T15:19:43.922360Z	2701	104	Positive	1
0.942	0	tanyakanrl	2023-02-27T15:19:45.183794Z	7	💚 Halo warga twit! Pls I still need help buat isi kuesioner~ thankyou ^^ https://t.co/rQPRSiz7kH	2527	2023-02-27T15:19:45.183794Z	2702	105	Negative	1
1.513	0	tanyakanrl	2023-02-27T15:19:46.999358Z	1	💚 gimana caranya buat tetep peduli sama orang yang bahkan ga nganggep kita ada? Masalahnya ini orang gabisa dijauhin karena masih keluarga🥲	2528	2023-02-27T15:19:46.999358Z	2703	106	Positive	1
0.901	1	tanyakanrl	2023-02-27T15:19:48.220021Z	30	Tanyarl. Guys plss saran caption Poto di pantai https://t.co/iJsiyOTzJX	2529	2023-02-27T15:19:48.220021Z	2704	107	Negative	1
0.936	0	tanyakanrl	2023-02-27T15:19:49.457922Z	1	💚 cw // benjolan di muka
kira kira kena biaya berapa ya untuk sekedar konsul atau sekalian operasi?
TIA 🤍 https://t.co/WZdfzIxNCD	2530	2023-02-27T15:19:49.457922Z	2705	108	Negative	1
1.915	0	tanyakanrl	2023-02-27T15:19:51.657056Z	1	tanyarl di dom kalian gledeknya lagi jedar jeder ga ges??	2531	2023-02-27T15:19:51.657056Z	2706	109	Positive	1
1.406	0	tanyakanrl	2023-02-27T15:19:53.500520Z	4	Tanyarl cara meratakan warna kulit biar gak belang gimana ya😇😇	2532	2023-02-27T15:19:53.500520Z	2707	110	Positive	1
1.193	9	tanyakanrl	2023-02-27T15:19:55.437819Z	167	gaisss bagus ga?? puas bgtt tauu
awalnya kek deg deg gtuuu krna beli onlen 💚 https://t.co/P29OxQxjlB	2533	2023-02-27T15:19:55.437819Z	2708	111	Negative	1
1.487	0	tanyakanrl	2023-02-27T15:19:57.558611Z	3	💚 kerjaan mu sekarang ini kalo disabarin aja bisa kaya ga?	2534	2023-02-27T15:19:57.558611Z	2709	112	Positive	1
1.03	0	tanyakanrl	2023-02-27T15:19:59.953229Z	4	💚 gais kasih tau dong di bangku mana kita bisa liat view yang bagus dari kereta jkt-jogja. Soalnya sender baru pert… https://t.co/VPtaE7AMZK	2535	2023-02-27T15:19:59.953229Z	2710	113	Negative	1
1.222	6	tanyakanrl	2023-02-27T15:20:01.547224Z	2	ini https://t.co/a7KwaVhaaW	2536	2023-02-27T15:20:01.547224Z	2711	114	Negative	1
1.414	248	tanyakanrl	2023-02-27T15:20:03.296196Z	40	LAGI OPFOLL👇🏻👇🏻👇🏻

‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️

•𝙍𝙏 𝙩𝙬𝙚𝙚𝙩 𝙙𝙞𝙗𝙖𝙬𝙖𝙝 
• 𝙍𝙏 𝙩𝙬𝙚𝙚𝙩 ini

tag base, good luck 

https://t.co/vMjxSfpFpb	2537	2023-02-27T15:20:03.296196Z	2712	115	Negative	1
1.468	0	tanyakanrl	2023-02-27T15:20:05.160245Z	1	pantengin	2538	2023-02-27T15:20:05.160245Z	2713	116	Positive	1
1.86	8	tanyakanrl	2023-02-27T15:20:07.359058Z	45	OPFOL YUKKKkkkk

